Userid,register_time,country,,,,
40622,3/17/17,TH,,,,
40628,4/24/17,PH,,,,
40631,5/20/17,VN,,,,
40633,5/26/17,PH,,,,
40637,1/31/17,TW,,,,
40642,1/27/17,MY,,,,
40643,2/4/17,MY,,,,
40651,1/23/17,TW,,,,
40660,5/18/17,TH,,,,
40664,4/29/17,PH,,,,
40670,5/20/17,PH,,,,
40672,1/16/17,MY,,,,
40678,5/15/17,VN,,,,
40686,2/17/17,SG,,,,
40689,5/14/17,MY,,,,
40691,4/27/17,PH,,,,
40696,2/9/17,VN,,,,
40701,2/18/17,MY,,,,
40705,3/3/17,VN,,,,
40707,4/1/17,ID,,,,
40709,3/10/17,SG,,,,
40715,2/19/17,SG,,,,
40723,4/4/17,PH,,,,
40727,1/18/17,MY,,,,
40734,4/9/17,TH,,,,
40736,2/8/17,TH,,,,
40742,1/28/17,SG,,,,
40746,3/13/17,MY,,,,
40750,5/14/17,ID,,,,
40751,5/4/17,MY,,,,
40758,1/1/17,PH,,,,
40766,4/3/17,ID,,,,
40770,3/2/17,PH,,,,
40776,3/21/17,TW,,,,
40780,3/7/17,ID,,,,
40789,5/18/17,TW,,,,
40796,5/5/17,PH,,,,
40802,4/29/17,MY,,,,
40811,5/17/17,ID,,,,
40817,3/10/17,PH,,,,
40820,4/1/17,MY,,,,
40821,1/3/17,PH,,,,
40823,2/28/17,VN,,,,
40829,1/25/17,MY,,,,
40831,1/31/17,VN,,,,
40841,5/3/17,SG,,,,
40849,2/3/17,TH,,,,
40855,5/17/17,PH,,,,
40860,4/4/17,VN,,,,
40867,5/5/17,SG,,,,
40874,3/22/17,VN,,,,
40881,3/6/17,MY,,,,
40889,1/21/17,TW,,,,
40895,4/20/17,ID,,,,
40904,2/16/17,SG,,,,
40907,1/11/17,PH,,,,
40916,3/23/17,VN,,,,
40924,2/14/17,SG,,,,
40931,5/14/17,TW,,,,
40935,1/7/17,SG,,,,
40942,1/22/17,MY,,,,
40952,4/1/17,TH,,,,
40958,4/2/17,VN,,,,
40961,4/17/17,PH,,,,
40967,4/21/17,MY,,,,
40973,1/31/17,TW,,,,
40978,4/19/17,ID,,,,
40983,1/31/17,VN,,,,
40988,2/11/17,PH,,,,
40994,1/21/17,TH,,,,
40998,1/9/17,TH,,,,
41007,5/12/17,PH,,,,
41012,1/13/17,SG,,,,
41022,1/26/17,TW,,,,
41023,1/31/17,ID,,,,
41029,4/24/17,TW,,,,
41032,4/1/17,VN,,,,
41040,3/14/17,TW,,,,
41048,3/26/17,SG,,,,
41058,1/10/17,MY,,,,
41066,4/7/17,ID,,,,
41070,1/21/17,ID,,,,
41078,2/27/17,MY,,,,
41088,4/28/17,ID,,,,
41090,2/5/17,MY,,,,
41100,2/28/17,TW,,,,
41103,3/18/17,MY,,,,
41108,3/7/17,ID,,,,
41112,5/26/17,ID,,,,
41121,4/22/17,TH,,,,
41126,1/14/17,PH,,,,
41127,5/23/17,VN,,,,
41136,4/15/17,SG,,,,
41141,2/10/17,TW,,,,
41149,3/29/17,PH,,,,
41156,2/7/17,PH,,,,
41164,1/16/17,TH,,,,
41166,2/5/17,ID,,,,
41176,5/11/17,ID,,,,
41179,3/10/17,VN,,,,
41188,1/3/17,TH,,,,
41192,1/15/17,TH,,,,
41195,3/10/17,TW,,,,
41199,4/10/17,ID,,,,
41200,1/7/17,SG,,,,
41201,5/3/17,PH,,,,
41207,5/18/17,VN,,,,
41217,2/20/17,PH,,,,
41222,2/8/17,TW,,,,
41230,2/14/17,MY,,,,
41231,1/12/17,SG,,,,
41236,1/28/17,PH,,,,
41238,2/28/17,MY,,,,
41242,4/20/17,VN,,,,
41249,1/21/17,TW,,,,
41250,4/1/17,PH,,,,
41260,1/30/17,VN,,,,
41263,2/6/17,PH,,,,
41266,4/20/17,TH,,,,
41267,3/27/17,TH,,,,
41270,1/9/17,TH,,,,
41278,2/5/17,TW,,,,
41283,3/19/17,TW,,,,
41287,3/11/17,ID,,,,
41297,4/14/17,PH,,,,
41305,3/17/17,TH,,,,
41312,3/23/17,ID,,,,
41313,4/14/17,SG,,,,
41314,1/26/17,TH,,,,
41318,5/12/17,SG,,,,
41328,2/5/17,TW,,,,
41330,1/28/17,VN,,,,
41339,1/3/17,PH,,,,
41340,1/4/17,SG,,,,
41346,3/16/17,SG,,,,
41349,5/24/17,ID,,,,
41357,1/23/17,TH,,,,
41365,2/3/17,TH,,,,
41371,1/15/17,VN,,,,
41379,2/21/17,VN,,,,
41384,4/12/17,PH,,,,
41385,5/2/17,SG,,,,
41394,1/10/17,MY,,,,
41404,1/29/17,VN,,,,
41414,3/22/17,PH,,,,
41417,1/3/17,SG,,,,
41420,4/11/17,TW,,,,
41430,4/20/17,ID,,,,
41431,5/11/17,MY,,,,
41432,5/24/17,PH,,,,
41441,1/23/17,SG,,,,
41450,2/14/17,PH,,,,
41454,3/25/17,VN,,,,
41455,4/14/17,SG,,,,
41465,3/31/17,TH,,,,
41475,3/2/17,MY,,,,
41479,5/12/17,TH,,,,
41485,4/26/17,MY,,,,
41490,3/30/17,VN,,,,
41496,1/6/17,TH,,,,
41505,1/16/17,SG,,,,
41507,5/9/17,TW,,,,
41513,2/27/17,PH,,,,
41523,1/1/17,SG,,,,
41528,3/17/17,TH,,,,
41533,4/17/17,VN,,,,
41538,4/14/17,MY,,,,
41546,4/1/17,PH,,,,
41551,4/12/17,ID,,,,
41554,4/12/17,PH,,,,
41561,4/28/17,SG,,,,
41569,2/11/17,MY,,,,
41579,4/19/17,SG,,,,
41583,1/3/17,MY,,,,
41588,2/16/17,MY,,,,
41598,4/24/17,TW,,,,
41604,3/21/17,SG,,,,
41607,3/30/17,TW,,,,
41611,2/13/17,PH,,,,
41612,1/30/17,PH,,,,
41615,5/11/17,TH,,,,
41616,5/17/17,SG,,,,
41618,2/8/17,ID,,,,
41625,5/30/17,VN,,,,
41630,1/17/17,MY,,,,
41633,1/29/17,VN,,,,
41638,5/19/17,MY,,,,
41639,3/7/17,VN,,,,
41645,1/31/17,TH,,,,
41648,4/22/17,ID,,,,
41654,3/28/17,ID,,,,
41660,1/15/17,TH,,,,
41666,4/30/17,PH,,,,
41667,1/8/17,ID,,,,
41669,5/26/17,VN,,,,
41672,2/23/17,PH,,,,
41678,5/29/17,MY,,,,
41685,1/12/17,SG,,,,
41694,3/24/17,PH,,,,
41704,1/20/17,VN,,,,
41708,3/9/17,TW,,,,
41711,5/30/17,ID,,,,
41716,1/18/17,TW,,,,
41718,1/3/17,ID,,,,
41721,5/23/17,MY,,,,
41725,1/4/17,SG,,,,
41726,4/19/17,TW,,,,
41736,3/12/17,TW,,,,
41741,4/13/17,SG,,,,
41745,1/31/17,TH,,,,
41750,4/13/17,MY,,,,
41752,4/14/17,TW,,,,
41755,5/22/17,VN,,,,
41756,3/11/17,SG,,,,
41760,1/23/17,MY,,,,
41763,1/25/17,SG,,,,
41768,2/3/17,ID,,,,
41772,5/23/17,PH,,,,
41774,3/5/17,VN,,,,
41783,5/14/17,SG,,,,
41790,1/18/17,VN,,,,
41796,4/15/17,TW,,,,
41801,2/6/17,ID,,,,
41805,5/8/17,PH,,,,
41813,4/8/17,SG,,,,
41820,1/24/17,SG,,,,
41825,2/23/17,PH,,,,
41832,1/31/17,ID,,,,
41839,2/1/17,SG,,,,
41843,4/21/17,ID,,,,
41846,5/31/17,PH,,,,
41847,4/13/17,PH,,,,
41848,1/17/17,TH,,,,
41850,3/25/17,PH,,,,
41853,5/23/17,SG,,,,
41857,1/10/17,ID,,,,
41862,4/19/17,SG,,,,
41870,3/29/17,ID,,,,
41878,1/28/17,ID,,,,
41887,3/9/17,TW,,,,
41893,5/10/17,ID,,,,
41902,4/1/17,MY,,,,
41904,5/3/17,VN,,,,
41910,3/6/17,TH,,,,
41913,3/20/17,ID,,,,
41919,5/12/17,TW,,,,
41921,1/22/17,TH,,,,
41922,2/1/17,TW,,,,
41931,2/5/17,SG,,,,
41939,1/13/17,TW,,,,
41948,4/24/17,ID,,,,
41955,5/6/17,ID,,,,
41959,3/12/17,PH,,,,
41960,5/30/17,MY,,,,
41968,4/9/17,PH,,,,
41971,3/16/17,VN,,,,
41978,3/26/17,TW,,,,
41981,3/3/17,PH,,,,
41984,1/18/17,TH,,,,
41989,2/18/17,PH,,,,
41995,2/7/17,SG,,,,
41997,3/4/17,PH,,,,
42002,4/11/17,PH,,,,
42007,2/1/17,MY,,,,
42015,4/3/17,TH,,,,
42021,5/3/17,PH,,,,
42027,4/20/17,ID,,,,
42037,2/27/17,ID,,,,
42046,1/22/17,MY,,,,
42051,5/12/17,TH,,,,
42061,2/16/17,SG,,,,
42070,1/18/17,MY,,,,
42073,4/2/17,MY,,,,
42079,1/20/17,SG,,,,
42087,4/7/17,TW,,,,
42092,4/4/17,PH,,,,
42099,4/7/17,ID,,,,
42105,5/21/17,ID,,,,
42113,5/16/17,ID,,,,
42120,2/3/17,PH,,,,
42126,3/28/17,TH,,,,
42136,1/15/17,VN,,,,
42143,3/15/17,PH,,,,
42149,5/24/17,ID,,,,
42153,4/5/17,PH,,,,
42154,1/31/17,TH,,,,
42156,5/15/17,TW,,,,
42157,3/30/17,MY,,,,
42160,1/12/17,ID,,,,
42161,2/11/17,TW,,,,
42163,4/11/17,TW,,,,
42166,2/13/17,MY,,,,
42176,3/21/17,TW,,,,
42185,4/7/17,PH,,,,
42194,3/4/17,VN,,,,
42198,5/6/17,TH,,,,
42203,1/31/17,MY,,,,
42208,2/27/17,TH,,,,
42213,4/5/17,TW,,,,
42221,3/20/17,TW,,,,
42229,3/29/17,MY,,,,
42230,5/5/17,TW,,,,
42238,1/2/17,TH,,,,
42242,5/26/17,SG,,,,
42250,3/9/17,MY,,,,
42258,3/20/17,SG,,,,
42263,2/28/17,SG,,,,
42264,3/26/17,TW,,,,
42272,2/1/17,ID,,,,
42278,5/5/17,SG,,,,
42287,2/4/17,ID,,,,
42297,1/9/17,VN,,,,
42307,2/15/17,TW,,,,
42311,1/29/17,VN,,,,
42312,5/16/17,ID,,,,
42316,2/21/17,SG,,,,
42317,3/14/17,TH,,,,
42320,2/16/17,PH,,,,
42325,5/16/17,SG,,,,
42335,4/16/17,ID,,,,
42344,4/9/17,TH,,,,
42349,5/19/17,VN,,,,
42359,3/5/17,MY,,,,
42362,3/10/17,TH,,,,
42365,2/20/17,VN,,,,
42372,2/23/17,VN,,,,
42380,2/1/17,SG,,,,
42388,1/19/17,ID,,,,
42396,1/21/17,VN,,,,
42397,4/20/17,SG,,,,
42406,1/12/17,TH,,,,
42416,5/4/17,TW,,,,
42421,5/2/17,SG,,,,
42423,1/12/17,ID,,,,
42424,5/6/17,VN,,,,
42434,1/2/17,MY,,,,
42435,5/13/17,SG,,,,
42436,2/24/17,MY,,,,
42439,4/5/17,TW,,,,
42446,1/27/17,TW,,,,
42455,2/19/17,VN,,,,
42461,3/1/17,SG,,,,
42467,2/6/17,VN,,,,
42471,3/30/17,MY,,,,
42473,1/25/17,TW,,,,
42474,1/24/17,TH,,,,
42481,3/2/17,VN,,,,
42485,1/22/17,TH,,,,
42486,4/8/17,VN,,,,
42488,1/6/17,PH,,,,
42492,5/20/17,PH,,,,
42495,1/4/17,SG,,,,
42501,5/6/17,PH,,,,
42503,4/28/17,TW,,,,
42507,4/20/17,PH,,,,
42513,3/25/17,VN,,,,
42522,2/11/17,SG,,,,
42529,5/14/17,SG,,,,
42537,5/3/17,SG,,,,
42541,4/6/17,TH,,,,
42550,4/22/17,VN,,,,
42560,4/6/17,TH,,,,
42561,1/14/17,ID,,,,
42565,2/8/17,TH,,,,
42574,1/2/17,ID,,,,
42584,1/12/17,TH,,,,
42592,1/26/17,VN,,,,
42598,5/6/17,TH,,,,
42605,6/1/17,TH,,,,
42615,1/16/17,ID,,,,
42625,2/28/17,MY,,,,
42632,5/7/17,TW,,,,
42642,5/2/17,ID,,,,
42652,2/9/17,TH,,,,
42653,2/19/17,ID,,,,
42658,2/3/17,TW,,,,
42662,6/1/17,MY,,,,
42669,4/6/17,SG,,,,
42674,3/18/17,TH,,,,
42682,3/12/17,PH,,,,
42690,3/22/17,VN,,,,
42699,3/24/17,SG,,,,
42700,2/26/17,VN,,,,
42701,5/17/17,TH,,,,
42708,3/20/17,MY,,,,
42709,2/10/17,MY,,,,
42719,5/18/17,TW,,,,
42727,2/18/17,TH,,,,
42733,5/16/17,VN,,,,
42738,3/6/17,TW,,,,
42743,4/11/17,PH,,,,
42747,3/28/17,TW,,,,
42754,3/7/17,TW,,,,
42756,1/21/17,PH,,,,
42762,2/14/17,VN,,,,
42768,1/28/17,TH,,,,
42777,5/16/17,MY,,,,
42783,4/22/17,VN,,,,
42790,4/17/17,PH,,,,
42799,2/13/17,TW,,,,
42802,5/15/17,ID,,,,
42811,1/3/17,VN,,,,
42812,4/23/17,SG,,,,
42819,3/15/17,TW,,,,
42823,3/22/17,SG,,,,
42824,4/15/17,MY,,,,
42828,3/4/17,MY,,,,
42837,5/3/17,ID,,,,
42840,4/19/17,PH,,,,
42850,5/31/17,ID,,,,
42852,3/1/17,VN,,,,
42857,3/1/17,PH,,,,
42866,3/10/17,PH,,,,
42869,5/4/17,MY,,,,
42872,3/1/17,MY,,,,
42881,5/7/17,MY,,,,
42890,3/6/17,ID,,,,
42899,2/5/17,ID,,,,
42908,1/12/17,ID,,,,
42913,5/26/17,TW,,,,
42914,4/15/17,TW,,,,
42919,3/16/17,TH,,,,
42920,1/10/17,VN,,,,
42921,1/21/17,TH,,,,
42929,1/3/17,TW,,,,
42939,1/15/17,SG,,,,
42940,1/2/17,MY,,,,
42946,2/27/17,TH,,,,
42955,2/16/17,TW,,,,
42963,1/29/17,TH,,,,
42967,1/25/17,PH,,,,
42972,2/15/17,PH,,,,
42976,4/6/17,VN,,,,
42983,2/21/17,MY,,,,
42989,2/17/17,MY,,,,
42999,4/11/17,VN,,,,
43006,3/5/17,TW,,,,
43014,4/17/17,MY,,,,
43024,2/17/17,MY,,,,
43032,5/14/17,PH,,,,
43033,4/9/17,PH,,,,
43034,1/30/17,VN,,,,
43035,3/6/17,VN,,,,
43044,3/31/17,ID,,,,
43048,3/10/17,TW,,,,
43049,5/20/17,SG,,,,
43056,1/23/17,MY,,,,
43058,1/16/17,ID,,,,
43065,2/28/17,ID,,,,
43072,5/4/17,SG,,,,
43079,3/9/17,ID,,,,
43081,2/7/17,MY,,,,
43091,2/9/17,TW,,,,
43092,2/27/17,SG,,,,
43099,4/30/17,TH,,,,
43109,4/19/17,TH,,,,
43118,2/25/17,TW,,,,
43126,3/28/17,TW,,,,
43136,1/17/17,PH,,,,
43138,5/28/17,ID,,,,
43143,4/6/17,VN,,,,
43150,2/16/17,VN,,,,
43155,2/16/17,PH,,,,
43158,5/18/17,ID,,,,
43164,1/18/17,PH,,,,
43172,5/5/17,ID,,,,
43177,3/18/17,ID,,,,
43186,2/20/17,PH,,,,
43190,2/2/17,SG,,,,
43197,2/5/17,SG,,,,
43201,5/11/17,TH,,,,
43205,3/21/17,PH,,,,
43214,4/19/17,ID,,,,
43218,3/25/17,PH,,,,
43221,5/22/17,ID,,,,
43230,2/5/17,TW,,,,
43236,2/28/17,VN,,,,
43246,2/22/17,MY,,,,
43253,2/13/17,TH,,,,
43255,3/19/17,TH,,,,
43264,2/3/17,VN,,,,
43267,2/23/17,TH,,,,
43276,4/15/17,ID,,,,
43285,4/26/17,MY,,,,
43295,4/11/17,TH,,,,
43296,4/8/17,TW,,,,
43304,4/6/17,VN,,,,
43312,4/27/17,PH,,,,
43319,4/21/17,PH,,,,
43320,1/9/17,ID,,,,
43323,5/9/17,TW,,,,
43333,1/9/17,TW,,,,
43342,3/3/17,TW,,,,
43345,2/2/17,SG,,,,
43347,1/4/17,MY,,,,
43350,2/26/17,VN,,,,
43352,5/11/17,TH,,,,
43355,1/29/17,ID,,,,
43358,3/31/17,PH,,,,
43363,3/6/17,TW,,,,
43373,5/6/17,TW,,,,
43374,4/12/17,SG,,,,
43383,5/29/17,TH,,,,
43384,3/15/17,PH,,,,
43388,4/14/17,TH,,,,
43395,5/27/17,MY,,,,
43398,2/18/17,TH,,,,
43404,2/8/17,TH,,,,
43410,4/24/17,TH,,,,
43417,4/8/17,PH,,,,
43418,3/25/17,TH,,,,
43428,3/14/17,ID,,,,
43435,1/22/17,TW,,,,
43439,2/15/17,ID,,,,
43441,5/6/17,PH,,,,
43449,5/6/17,MY,,,,
43451,1/7/17,SG,,,,
43459,5/15/17,VN,,,,
43461,1/9/17,VN,,,,
43468,1/23/17,TH,,,,
43469,1/8/17,MY,,,,
43474,2/6/17,SG,,,,
43477,5/20/17,ID,,,,
43483,3/24/17,ID,,,,
43488,5/31/17,PH,,,,
43492,3/25/17,SG,,,,
43499,5/27/17,SG,,,,
43504,4/24/17,VN,,,,
43512,4/2/17,MY,,,,
43514,5/28/17,MY,,,,
43520,5/26/17,TH,,,,
43525,2/6/17,TH,,,,
43532,5/26/17,MY,,,,
43541,3/15/17,TH,,,,
43545,2/11/17,ID,,,,
43554,1/11/17,VN,,,,
43561,3/20/17,MY,,,,
43571,4/7/17,ID,,,,
43573,5/22/17,TW,,,,
43576,1/29/17,TH,,,,
43585,5/30/17,VN,,,,
43593,4/13/17,MY,,,,
43603,2/16/17,VN,,,,
43608,4/28/17,MY,,,,
43612,3/23/17,TH,,,,
43620,5/4/17,PH,,,,
43629,1/27/17,PH,,,,
43638,5/14/17,VN,,,,
43641,3/8/17,PH,,,,
43646,4/20/17,SG,,,,
43648,4/12/17,TH,,,,
43654,4/30/17,TW,,,,
43662,1/2/17,VN,,,,
43665,4/30/17,VN,,,,
43669,3/23/17,SG,,,,
43678,4/26/17,PH,,,,
43682,5/2/17,TW,,,,
43688,2/3/17,MY,,,,
43691,1/2/17,TH,,,,
43700,4/14/17,SG,,,,
43710,4/15/17,MY,,,,
43717,3/13/17,ID,,,,
43723,3/21/17,ID,,,,
43727,3/8/17,SG,,,,
43734,3/23/17,SG,,,,
43735,2/27/17,TH,,,,
43736,1/25/17,TW,,,,
43739,1/28/17,ID,,,,
43744,2/19/17,VN,,,,
43753,5/23/17,TH,,,,
43762,3/8/17,VN,,,,
43770,4/12/17,VN,,,,
43776,6/1/17,VN,,,,
43780,1/19/17,SG,,,,
43783,4/21/17,ID,,,,
43784,2/3/17,TW,,,,
43787,2/19/17,PH,,,,
43796,4/14/17,PH,,,,
43803,5/2/17,SG,,,,
43808,2/20/17,TH,,,,
43809,2/7/17,TH,,,,
43818,3/3/17,SG,,,,
43822,4/10/17,SG,,,,
43824,3/13/17,ID,,,,
43825,4/14/17,MY,,,,
43826,4/26/17,TH,,,,
43836,2/9/17,SG,,,,
43842,4/11/17,SG,,,,
43844,5/7/17,MY,,,,
43847,3/1/17,TH,,,,
43848,2/4/17,VN,,,,
43854,3/4/17,VN,,,,
43861,4/7/17,TH,,,,
43869,3/21/17,PH,,,,
43871,4/21/17,SG,,,,
43877,4/3/17,PH,,,,
43883,5/8/17,TW,,,,
43886,5/5/17,TW,,,,
43896,4/7/17,PH,,,,
43900,4/15/17,PH,,,,
43906,3/13/17,SG,,,,
43911,4/22/17,SG,,,,
43919,5/10/17,ID,,,,
43925,5/3/17,SG,,,,
43929,4/11/17,ID,,,,
43932,2/26/17,PH,,,,
43939,4/27/17,TW,,,,
43943,1/15/17,SG,,,,
43950,3/29/17,TH,,,,
43951,1/1/17,MY,,,,
43959,3/9/17,MY,,,,
43969,2/19/17,SG,,,,
43974,5/3/17,VN,,,,
43984,1/15/17,TH,,,,
43989,1/20/17,MY,,,,
43998,3/6/17,TW,,,,
44005,1/27/17,TW,,,,
44010,4/24/17,TW,,,,
44012,4/24/17,SG,,,,
44014,3/28/17,TW,,,,
44024,5/18/17,VN,,,,
44034,2/11/17,VN,,,,
44035,1/5/17,ID,,,,
44040,4/15/17,ID,,,,
44043,4/23/17,ID,,,,
44050,2/23/17,SG,,,,
44053,3/19/17,ID,,,,
44063,5/28/17,TH,,,,
44070,2/21/17,TW,,,,
44073,5/24/17,TW,,,,
44076,3/29/17,MY,,,,
44079,5/30/17,SG,,,,
44087,3/5/17,PH,,,,
44092,3/16/17,ID,,,,
44098,4/30/17,VN,,,,
44107,1/28/17,PH,,,,
44110,3/25/17,VN,,,,
44114,3/16/17,ID,,,,
44121,4/23/17,SG,,,,
44129,5/24/17,MY,,,,
44133,1/9/17,TH,,,,
44140,4/21/17,TH,,,,
44142,1/19/17,PH,,,,
44147,1/15/17,VN,,,,
44151,3/8/17,VN,,,,
44152,3/27/17,ID,,,,
44159,1/13/17,MY,,,,
44163,5/14/17,MY,,,,
44171,5/23/17,VN,,,,
44179,1/28/17,VN,,,,
44187,3/6/17,MY,,,,
44194,1/5/17,VN,,,,
44201,3/26/17,TH,,,,
44210,1/29/17,TW,,,,
44212,1/11/17,PH,,,,
44213,2/19/17,PH,,,,
44223,3/7/17,TH,,,,
44225,5/16/17,TW,,,,
44234,2/6/17,TH,,,,
44240,5/30/17,PH,,,,
44242,3/3/17,TW,,,,
44247,3/14/17,TH,,,,
44248,5/1/17,VN,,,,
44254,4/11/17,TH,,,,
44259,5/8/17,TH,,,,
44261,2/12/17,SG,,,,
44263,2/7/17,ID,,,,
44267,1/25/17,ID,,,,
44275,2/3/17,ID,,,,
44283,1/5/17,ID,,,,
44291,3/3/17,TW,,,,
44301,5/7/17,PH,,,,
44308,3/8/17,VN,,,,
44313,1/21/17,PH,,,,
44315,3/25/17,TH,,,,
44316,3/30/17,ID,,,,
44320,5/7/17,ID,,,,
44325,1/25/17,ID,,,,
44335,2/15/17,PH,,,,
44345,1/27/17,MY,,,,
44347,4/23/17,SG,,,,
44357,5/3/17,ID,,,,
44359,4/6/17,ID,,,,
44361,2/8/17,PH,,,,
44365,5/27/17,SG,,,,
44372,3/30/17,TW,,,,
44378,3/8/17,MY,,,,
44387,3/26/17,SG,,,,
44390,5/26/17,ID,,,,
44391,4/29/17,PH,,,,
44394,2/14/17,SG,,,,
44397,4/10/17,SG,,,,
44402,1/16/17,VN,,,,
44407,5/19/17,TW,,,,
44410,1/27/17,VN,,,,
44420,4/10/17,PH,,,,
44426,2/26/17,ID,,,,
44428,2/3/17,SG,,,,
44434,1/31/17,PH,,,,
44443,4/10/17,ID,,,,
44447,3/21/17,SG,,,,
44451,3/8/17,TW,,,,
44456,1/7/17,ID,,,,
44463,4/10/17,TW,,,,
44470,4/30/17,SG,,,,
44472,2/19/17,SG,,,,
44474,5/23/17,MY,,,,
44481,1/3/17,ID,,,,
44489,5/16/17,MY,,,,
44496,4/19/17,VN,,,,
44498,3/17/17,VN,,,,
44507,5/19/17,ID,,,,
44515,5/24/17,TH,,,,
44520,3/4/17,ID,,,,
44530,3/29/17,SG,,,,
44538,4/13/17,PH,,,,
44546,1/19/17,VN,,,,
44553,1/25/17,VN,,,,
44557,3/29/17,SG,,,,
44562,4/2/17,TW,,,,
44572,3/10/17,ID,,,,
44573,4/12/17,MY,,,,
44578,3/3/17,ID,,,,
44586,1/10/17,TH,,,,
44596,3/1/17,SG,,,,
44598,5/31/17,SG,,,,
44608,4/6/17,MY,,,,
44612,1/9/17,PH,,,,
44619,5/1/17,TW,,,,
44623,2/12/17,TH,,,,
44625,2/11/17,TW,,,,
44628,3/26/17,ID,,,,
44637,3/30/17,MY,,,,
44640,4/4/17,TW,,,,
44641,1/19/17,SG,,,,
44649,4/10/17,VN,,,,
44652,3/27/17,VN,,,,
44656,5/7/17,PH,,,,
44666,3/5/17,SG,,,,
44675,1/29/17,TH,,,,
44676,1/17/17,MY,,,,
44680,3/12/17,TH,,,,
44688,1/28/17,ID,,,,
44690,3/23/17,TH,,,,
44697,1/26/17,TW,,,,
44701,4/23/17,MY,,,,
44711,4/17/17,ID,,,,
44720,4/9/17,SG,,,,
44723,5/12/17,VN,,,,
44733,2/26/17,TW,,,,
44743,3/11/17,TW,,,,
44746,3/14/17,SG,,,,
44752,5/6/17,TW,,,,
44754,3/31/17,TW,,,,
44756,3/12/17,TW,,,,
44764,4/6/17,ID,,,,
44770,1/20/17,TW,,,,
44773,3/2/17,TH,,,,
44777,2/21/17,TW,,,,
44784,2/25/17,ID,,,,
44788,1/28/17,MY,,,,
44797,4/7/17,MY,,,,
44799,4/26/17,TW,,,,
44806,3/6/17,SG,,,,
44808,2/18/17,ID,,,,
44816,3/26/17,PH,,,,
44822,1/24/17,PH,,,,
44825,2/1/17,SG,,,,
44826,3/5/17,MY,,,,
44834,3/30/17,VN,,,,
44837,4/17/17,VN,,,,
44847,3/30/17,TH,,,,
44852,4/5/17,TW,,,,
44858,2/8/17,TW,,,,
44864,1/25/17,ID,,,,
44873,3/4/17,PH,,,,
44879,3/13/17,SG,,,,
44889,1/7/17,SG,,,,
44890,1/17/17,TH,,,,
44896,5/4/17,TH,,,,
44904,3/22/17,ID,,,,
44907,3/5/17,TW,,,,
44912,5/18/17,SG,,,,
44916,2/17/17,ID,,,,
44918,5/24/17,TH,,,,
44927,5/21/17,MY,,,,
44930,2/9/17,TW,,,,
44938,2/3/17,PH,,,,
44943,2/23/17,MY,,,,
44947,1/26/17,MY,,,,
44951,5/18/17,MY,,,,
44957,3/4/17,MY,,,,
44962,4/16/17,TH,,,,
44972,4/28/17,TH,,,,
44978,4/3/17,TW,,,,
44984,1/5/17,MY,,,,
44989,3/11/17,VN,,,,
44993,3/19/17,TW,,,,
44998,5/15/17,PH,,,,
45002,4/23/17,VN,,,,
45007,3/4/17,TW,,,,
45015,1/22/17,PH,,,,
45021,5/11/17,PH,,,,
45027,2/27/17,TH,,,,
45028,3/14/17,VN,,,,
45033,2/20/17,PH,,,,
45043,1/4/17,SG,,,,
45048,2/6/17,MY,,,,
45053,4/4/17,TW,,,,
45059,4/10/17,VN,,,,
45063,4/28/17,TW,,,,
45069,5/1/17,SG,,,,
45075,2/26/17,PH,,,,
45077,4/5/17,SG,,,,
45080,2/3/17,TW,,,,
45086,5/26/17,TH,,,,
45087,1/14/17,ID,,,,
45091,5/21/17,MY,,,,
45092,1/17/17,PH,,,,
45101,5/29/17,PH,,,,
45109,5/30/17,SG,,,,
45111,5/23/17,ID,,,,
45118,5/26/17,TW,,,,
45122,2/8/17,SG,,,,
45126,4/17/17,TW,,,,
45136,5/10/17,MY,,,,
45141,4/7/17,PH,,,,
45144,1/18/17,VN,,,,
45147,1/31/17,ID,,,,
45150,5/9/17,TW,,,,
45156,3/4/17,TH,,,,
45160,5/15/17,ID,,,,
45167,1/3/17,SG,,,,
45170,1/1/17,MY,,,,
45174,4/8/17,PH,,,,
45179,3/11/17,ID,,,,
45189,2/6/17,TW,,,,
45199,3/8/17,TH,,,,
45206,4/6/17,ID,,,,
45214,2/17/17,SG,,,,
45219,5/18/17,PH,,,,
45227,2/8/17,MY,,,,
45234,3/1/17,MY,,,,
45235,5/25/17,MY,,,,
45240,2/23/17,MY,,,,
45242,5/29/17,MY,,,,
45252,1/4/17,MY,,,,
45254,4/4/17,MY,,,,
45260,3/20/17,VN,,,,
45266,2/25/17,TH,,,,
45276,1/26/17,MY,,,,
45285,3/8/17,SG,,,,
45294,3/19/17,ID,,,,
45302,1/12/17,PH,,,,
45308,5/28/17,PH,,,,
45318,4/20/17,TW,,,,
45328,2/21/17,SG,,,,
45336,3/28/17,MY,,,,
45345,5/15/17,ID,,,,
45347,1/26/17,MY,,,,
45353,4/29/17,MY,,,,
45359,1/18/17,MY,,,,
45362,5/3/17,TH,,,,
45371,5/18/17,PH,,,,
45376,3/31/17,VN,,,,
45379,3/17/17,TW,,,,
45380,2/1/17,ID,,,,
45385,1/28/17,MY,,,,
45393,1/10/17,SG,,,,
45397,5/20/17,PH,,,,
45399,4/11/17,TW,,,,
45403,1/13/17,TW,,,,
45404,3/30/17,MY,,,,
45410,2/13/17,SG,,,,
