orderid:,userid:,itemid:,gmv:,order_time:,Country ,,,
1134566,21762,1760259,58.0,3/19/17,,,,
1134575,61059,7858766,48.0,1/1/17,,,,
1134579,63880,4692641,45.0,5/29/17,,,,
1134584,39331,2933873,62.0,2/23/17,,,,
1134586,50955,5729312,33.0,4/19/17,,,,
1134588,53309,5147870,5.0,5/24/17,,,,
1134593,49136,3986183,37.0,4/16/17,,,,
1134594,54087,3050568,65.0,4/2/17,,,,
1134599,69405,3457922,95.0,4/3/17,,,,
1134602,44989,6670198,60.0,4/25/17,,,,
1134607,51069,5613591,67.0,4/24/17,,,,
1134616,61181,3097823,82.0,2/21/17,,,,
1134619,46662,4247229,95.0,2/10/17,,,,
1134621,18944,8069073,37.0,2/22/17,,,,
1134629,12765,1970224,65.0,4/10/17,,,,
1134631,12323,2623996,46.0,3/25/17,,,,
1134641,38824,2150484,31.0,4/2/17,,,,
1134647,65300,3752024,98.0,5/4/17,,,,
1134650,57135,7779501,78.0,3/20/17,,,,
1134653,57573,4964844,21.0,5/12/17,,,,
1134661,38378,7761575,61.0,1/3/17,,,,
1134664,13168,8614004,49.0,2/8/17,,,,
1134667,33788,7573743,11.0,1/17/17,,,,
1134675,11029,6591772,56.0,1/18/17,,,,
1134681,15143,5744152,12.0,2/12/17,,,,
1134684,25684,6326478,74.0,1/19/17,,,,
1134693,19417,8528345,93.0,2/3/17,,,,
1134702,25106,5802159,65.0,3/1/17,,,,
1134709,20695,7684036,32.0,3/20/17,,,,
1134713,52386,8833552,27.0,6/1/17,,,,
1134719,16376,9051936,81.0,5/26/17,,,,
1134720,51986,3139045,92.0,1/25/17,,,,
1134725,12365,5976308,12.0,3/26/17,,,,
1134729,48790,6480176,97.0,1/8/17,,,,
1134735,13872,5613238,86.0,3/22/17,,,,
1134745,15150,3053396,9.0,3/14/17,,,,
1134749,49070,1641431,22.0,5/24/17,,,,
1134757,64405,7150346,84.0,5/3/17,,,,
1134767,37582,7509109,95.0,1/27/17,,,,
1134769,30183,3364442,30.0,1/10/17,,,,
1134778,66368,4754830,42.0,3/7/17,,,,
1134782,67402,3271889,20.0,3/24/17,,,,
1134792,65620,6088118,81.0,3/31/17,,,,
1134796,60199,1735000,73.0,4/7/17,,,,
1134798,59472,3468316,97.0,3/18/17,,,,
1134801,40357,6494480,55.0,5/9/17,,,,
1134804,69931,8070997,31.0,4/29/17,,,,
1134811,39673,3620319,19.0,2/26/17,,,,
1134813,23302,1328447,22.0,3/31/17,,,,
1134817,61475,7436653,2.0,4/21/17,,,,
1134825,58761,5155034,37.0,5/16/17,,,,
1134832,32443,1349496,14.0,1/31/17,,,,
1134841,38853,7227858,66.0,4/22/17,,,,
1134848,34462,2857156,93.0,3/29/17,,,,
1134849,32984,1481669,42.0,3/9/17,,,,
1134857,59594,4285336,57.0,3/2/17,,,,
1134859,30871,8564957,4.0,3/11/17,,,,
1134867,56527,8957485,65.0,1/25/17,,,,
1134876,51167,7432458,47.0,5/15/17,,,,
1134879,67519,9048366,76.0,5/5/17,,,,
1134884,17275,3087069,82.0,2/17/17,,,,
1134892,36385,1393802,63.0,1/21/17,,,,
1134894,58708,8886981,20.0,4/28/17,,,,
1134898,38443,1885596,90.0,3/7/17,,,,
1134901,26331,6605584,99.0,2/6/17,,,,
1134905,54171,7268745,24.0,4/29/17,,,,
1134914,41921,7492848,87.0,3/11/17,,,,
1134917,25783,1618908,95.0,3/9/17,,,,
1134920,59680,5562599,87.0,1/14/17,,,,
1134922,59217,7660901,69.0,5/10/17,,,,
1134925,39119,5794355,80.0,2/16/17,,,,
1134931,66684,5111695,8.0,1/22/17,,,,
1134940,28813,4282588,3.0,4/28/17,,,,
1134943,35475,7641008,67.0,3/28/17,,,,
1134946,56483,1455368,81.0,5/3/17,,,,
1134948,27226,7408157,76.0,1/1/17,,,,
1134953,15282,5985780,1.0,3/16/17,,,,
1134954,19045,5007916,67.0,1/30/17,,,,
1134964,29070,8536223,62.0,2/8/17,,,,
1134968,29137,1401550,74.0,5/15/17,,,,
1134972,53942,5123863,1.0,3/17/17,,,,
1134982,21977,6109848,5.0,2/14/17,,,,
1134991,28770,6040842,96.0,5/12/17,,,,
1134993,28951,4164379,53.0,3/12/17,,,,
1134999,54691,3568023,50.0,2/4/17,,,,
1135005,23419,7204585,63.0,6/1/17,,,,
1135010,56160,4947794,4.0,3/26/17,,,,
1135013,37769,8086005,73.0,4/24/17,,,,
1135022,27858,6696831,64.0,3/12/17,,,,
1135023,27069,3331896,73.0,2/21/17,,,,
1135024,61043,4698356,90.0,1/15/17,,,,
1135028,68781,7541042,59.0,4/8/17,,,,
1135034,63481,3739968,1.0,4/30/17,,,,
1135043,13131,7819540,2.0,1/1/17,,,,
1135044,29906,3593512,35.0,3/10/17,,,,
1135050,53392,4095472,97.0,3/26/17,,,,
1135057,57462,3292279,11.0,2/13/17,,,,
1135061,47189,4834676,98.0,3/22/17,,,,
1135070,50200,4276669,6.0,2/8/17,,,,
1135080,21857,8181331,70.0,3/1/17,,,,
1135081,51811,7109767,46.0,4/20/17,,,,
1135083,65163,4733427,23.0,1/26/17,,,,
1135085,36925,3214438,50.0,2/22/17,,,,
1135095,37110,7585898,69.0,5/10/17,,,,
1135103,24104,7014030,97.0,5/21/17,,,,
1135108,53598,8585597,37.0,3/16/17,,,,
1135109,29248,3210084,91.0,1/2/17,,,,
1135113,29313,4851069,77.0,1/6/17,,,,
1135122,67005,2679352,1.0,3/3/17,,,,
1135127,58293,6640829,19.0,2/15/17,,,,
1135129,12727,4231588,8.0,2/3/17,,,,
1135134,34398,8818174,92.0,5/18/17,,,,
1135144,37729,3740912,62.0,5/1/17,,,,
1135149,14890,1784859,19.0,1/7/17,,,,
1135155,36687,7930306,19.0,2/5/17,,,,
1135161,63901,6178042,45.0,3/29/17,,,,
1135165,53621,5956880,75.0,2/2/17,,,,
1135168,63095,4656857,97.0,2/1/17,,,,
1135170,30640,4397148,25.0,3/2/17,,,,
1135177,15804,5133553,91.0,3/31/17,,,,
1135186,20264,7917946,79.0,1/28/17,,,,
1135194,42709,1921961,1.0,3/11/17,,,,
1135203,25595,4247407,59.0,5/12/17,,,,
1135208,23239,8375155,56.0,1/26/17,,,,
1135218,69976,6560094,79.0,2/21/17,,,,
1135219,18902,5352437,16.0,2/18/17,,,,
1135224,47445,6441032,24.0,3/22/17,,,,
1135234,62624,6001245,27.0,5/7/17,,,,
1135237,69201,1493789,34.0,4/3/17,,,,
1135244,23334,8362772,24.0,4/24/17,,,,
1135250,53269,6009809,53.0,2/9/17,,,,
1135251,40253,6907523,57.0,4/24/17,,,,
1135254,18639,6920358,83.0,2/23/17,,,,
1135262,48315,3070781,96.0,4/17/17,,,,
1135265,33079,5251204,97.0,3/20/17,,,,
1135275,14888,2234556,99.0,5/8/17,,,,
1135283,20773,4022478,38.0,5/4/17,,,,
1135288,31342,8450470,60.0,1/22/17,,,,
1135292,41404,4347355,80.0,4/26/17,,,,
1135301,44142,9212945,54.0,5/20/17,,,,
1135310,52427,4059576,64.0,5/10/17,,,,
1135312,32068,4046807,29.0,2/1/17,,,,
1135314,39038,9134801,17.0,2/2/17,,,,
1135318,49103,3243969,11.0,3/24/17,,,,
1135325,23099,8760185,73.0,4/18/17,,,,
1135329,45962,1523463,54.0,4/23/17,,,,
1135337,48286,7431252,48.0,1/22/17,,,,
1135338,49924,2480956,81.0,5/27/17,,,,
1135348,58079,2476824,93.0,3/30/17,,,,
1135357,61344,5352003,53.0,1/24/17,,,,
1135363,18136,2126728,47.0,4/6/17,,,,
1135368,49743,4760144,5.0,1/5/17,,,,
1135373,60928,5106468,50.0,5/28/17,,,,
1135380,67954,4271889,42.0,2/2/17,,,,
1135381,53829,3372186,32.0,1/16/17,,,,
1135386,40935,8989673,6.0,4/28/17,,,,
1135389,28434,5606779,49.0,3/21/17,,,,
1135396,11172,6077733,8.0,4/14/17,,,,
1135402,25349,3855577,91.0,1/7/17,,,,
1135403,49070,3107530,39.0,5/31/17,,,,
1135407,42424,9092596,12.0,1/15/17,,,,
1135412,29136,5346198,92.0,3/21/17,,,,
1135416,69405,5666350,25.0,3/23/17,,,,
1135423,40817,5042644,91.0,1/8/17,,,,
1135430,38424,4417946,72.0,4/11/17,,,,
1135439,42021,5972263,95.0,2/10/17,,,,
1135443,53180,5654495,29.0,5/9/17,,,,
1135445,26197,7378105,87.0,2/10/17,,,,
1135455,41708,9278283,60.0,1/22/17,,,,
1135464,63974,5946114,81.0,4/29/17,,,,
1135468,42890,4690855,57.0,2/7/17,,,,
1135476,16210,7247986,71.0,1/26/17,,,,
1135481,51655,8159627,96.0,4/5/17,,,,
1135483,57353,7073277,17.0,4/5/17,,,,
1135487,17599,9306065,59.0,4/5/17,,,,
1135493,27251,3078036,92.0,1/11/17,,,,
1135500,51845,3074625,88.0,3/4/17,,,,
1135509,19685,6836714,24.0,3/15/17,,,,
1135513,30234,6867065,46.0,4/20/17,,,,
1135514,14705,9063886,64.0,2/16/17,,,,
1135520,62539,8847022,52.0,4/28/17,,,,
1135524,22125,1394637,15.0,4/1/17,,,,
1135527,51033,5886249,69.0,4/3/17,,,,
1135535,40058,4442293,26.0,4/3/17,,,,
1135539,20011,6677961,72.0,4/24/17,,,,
1135540,15505,8724083,18.0,1/26/17,,,,
1135550,20234,3416153,8.0,5/18/17,,,,
1135556,40248,4771531,25.0,2/28/17,,,,
1135565,49740,6524989,16.0,3/19/17,,,,
1135569,36022,4290515,13.0,4/19/17,,,,
1135573,56827,7258297,100.0,3/3/17,,,,
1135583,11329,3032849,20.0,1/30/17,,,,
1135587,33532,2787444,16.0,2/19/17,,,,
1135589,44481,1365484,6.0,4/17/17,,,,
1135596,14779,6784129,4.0,3/6/17,,,,
1135604,58303,1710037,62.0,5/3/17,,,,
1135611,42823,4956431,6.0,5/21/17,,,,
1135616,28646,7859483,64.0,3/22/17,,,,
1135621,67187,6390401,30.0,4/15/17,,,,
1135627,42474,4635003,4.0,5/12/17,,,,
1135632,22454,4675869,75.0,4/4/17,,,,
1135636,27492,4239250,7.0,1/27/17,,,,
1135638,64977,5977297,97.0,3/20/17,,,,
1135643,34177,1853370,81.0,3/7/17,,,,
1135653,35907,7317553,90.0,1/11/17,,,,
1135656,61738,9192988,83.0,4/5/17,,,,
1135664,59915,1964791,27.0,2/2/17,,,,
1135668,44498,3182984,16.0,5/1/17,,,,
1135677,67560,3969628,56.0,3/7/17,,,,
1135684,61738,7603781,3.0,4/22/17,,,,
1135688,28057,3071921,89.0,1/7/17,,,,
1135695,57398,2371263,28.0,4/24/17,,,,
1135702,32987,8760554,76.0,5/16/17,,,,
1135709,12414,4840471,43.0,3/8/17,,,,
1135716,22035,3292575,78.0,5/4/17,,,,
1135723,33441,7780931,20.0,4/20/17,,,,
1135727,64841,8642750,78.0,4/18/17,,,,
1135736,69525,5118142,33.0,2/6/17,,,,
1135740,63966,9302309,31.0,3/3/17,,,,
1135749,26232,3521607,55.0,2/11/17,,,,
1135759,64867,3545413,33.0,1/2/17,,,,
1135766,39042,4463094,1.0,5/10/17,,,,
1135775,35753,5395775,72.0,2/1/17,,,,
1135777,41270,6908649,92.0,5/23/17,,,,
1135780,38318,4144482,34.0,2/13/17,,,,
1135786,48007,5187560,53.0,5/4/17,,,,
1135789,56249,3293281,20.0,1/19/17,,,,
1135793,30527,4064592,83.0,1/14/17,,,,
1135799,29427,2505691,11.0,2/10/17,,,,
1135809,44489,7795948,5.0,3/22/17,,,,
1135819,42699,5039268,21.0,5/7/17,,,,
1135820,27835,2713108,14.0,4/4/17,,,,
1135830,20930,4029289,71.0,5/21/17,,,,
1135840,66023,1643974,15.0,3/14/17,,,,
1135846,55262,1447722,46.0,4/29/17,,,,
1135852,49939,6164313,23.0,4/21/17,,,,
1135857,39218,2313735,13.0,3/14/17,,,,
1135863,59816,5337956,5.0,5/2/17,,,,
1135868,57134,5145020,46.0,1/18/17,,,,
1135877,41704,3229826,52.0,5/11/17,,,,
1135878,30945,3040523,82.0,4/14/17,,,,
1135882,45167,6084142,96.0,4/30/17,,,,
1135890,66778,5689276,31.0,3/1/17,,,,
1135900,43929,8637537,7.0,3/30/17,,,,
1135903,50224,3769770,12.0,2/13/17,,,,
1135910,67046,4333484,64.0,5/31/17,,,,
1135916,28057,2847874,60.0,1/23/17,,,,
1135917,33387,5830790,48.0,4/20/17,,,,
1135926,70140,2373096,93.0,1/2/17,,,,
1135928,19354,7066166,8.0,2/23/17,,,,
1135934,22731,1356821,97.0,1/12/17,,,,
1135935,25763,3976345,46.0,3/24/17,,,,
1135943,45615,2061706,28.0,5/5/17,,,,
1135951,34193,8234156,55.0,6/1/17,,,,
1135960,67245,4310257,40.0,5/28/17,,,,
1135967,45077,6910160,21.0,1/18/17,,,,
1135971,31331,3356149,2.0,2/18/17,,,,
1135975,43883,8808624,31.0,5/14/17,,,,
1135982,23614,8424000,34.0,5/10/17,,,,
1135989,47898,3168933,2.0,3/18/17,,,,
1135992,12248,3604272,31.0,4/5/17,,,,
1135993,65803,8603174,11.0,4/5/17,,,,
1136002,35939,3565725,10.0,2/4/17,,,,
1136010,42037,7450231,91.0,5/31/17,,,,
1136016,53673,6716147,94.0,5/28/17,,,,
1136019,10880,8346396,20.0,6/1/17,,,,
1136029,55495,5467146,71.0,5/18/17,,,,
1136033,35442,7110463,56.0,1/22/17,,,,
1136034,55590,2206620,63.0,1/25/17,,,,
1136035,56667,2643708,82.0,4/28/17,,,,
1136040,55436,8885951,36.0,4/21/17,,,,
1136043,42474,4478226,77.0,5/4/17,,,,
1136051,10914,5594619,15.0,5/15/17,,,,
1136059,69797,5817853,66.0,3/15/17,,,,
1136066,47436,6218025,96.0,1/19/17,,,,
1136073,12167,5291460,85.0,4/16/17,,,,
1136076,59946,7481030,33.0,5/17/17,,,,
1136081,49514,8303398,32.0,3/10/17,,,,
1136082,58752,2010460,84.0,2/22/17,,,,
1136088,19285,6669932,66.0,3/29/17,,,,
1136095,36326,3224077,78.0,2/23/17,,,,
1136098,30248,4304836,7.0,2/19/17,,,,
1136106,65933,4869405,28.0,3/20/17,,,,
1136116,29375,8010602,59.0,5/2/17,,,,
1136126,37779,1802435,56.0,2/24/17,,,,
1136132,47979,4005618,96.0,3/19/17,,,,
1136135,33738,3026600,33.0,2/27/17,,,,
1136139,64146,3090939,56.0,2/14/17,,,,
1136147,44834,4555265,93.0,2/26/17,,,,
1136152,30951,8707676,73.0,5/10/17,,,,
1136154,19403,6943584,57.0,2/3/17,,,,
1136160,48114,2436023,98.0,3/14/17,,,,
1136162,39544,4868265,79.0,4/15/17,,,,
1136171,37691,2591317,94.0,3/22/17,,,,
1136180,13302,6039103,18.0,1/11/17,,,,
1136190,31687,7682318,66.0,4/9/17,,,,
1136193,33626,5745490,71.0,1/28/17,,,,
1136198,24717,2545941,43.0,2/25/17,,,,
1136199,31894,3593356,49.0,4/9/17,,,,
1136202,23891,3418698,26.0,1/2/17,,,,
1136208,61542,2892560,19.0,1/15/17,,,,
1136212,28308,7931024,69.0,4/25/17,,,,
1136216,54518,3834507,89.0,1/7/17,,,,
1136222,19307,7208206,64.0,5/7/17,,,,
1136228,67746,1705991,5.0,4/21/17,,,,
1136235,42434,8134581,52.0,2/21/17,,,,
1136237,57928,6535789,28.0,4/13/17,,,,
1136247,57791,8226600,67.0,4/16/17,,,,
1136255,13706,3141318,6.0,2/6/17,,,,
1136257,29732,6368993,7.0,1/4/17,,,,
1136265,18952,4062085,2.0,4/27/17,,,,
1136275,24972,4898317,30.0,5/27/17,,,,
1136276,12609,5533928,58.0,2/12/17,,,,
1136283,30094,9195871,25.0,4/25/17,,,,
1136290,56905,7032694,98.0,1/23/17,,,,
1136297,39266,8768986,21.0,2/12/17,,,,
1136303,54284,5004271,99.0,3/20/17,,,,
1136305,48716,1658976,78.0,1/26/17,,,,
1136307,35037,5422872,1.0,4/27/17,,,,
1136310,40132,4584574,48.0,3/13/17,,,,
1136316,45379,1992907,99.0,4/3/17,,,,
1136325,58904,1963960,22.0,2/7/17,,,,
1136333,66390,4718989,35.0,2/26/17,,,,
1136342,48908,4033859,91.0,4/10/17,,,,
1136348,26576,1476463,30.0,5/5/17,,,,
1136351,69119,3381891,19.0,1/26/17,,,,
1136353,64501,9274342,52.0,3/31/17,,,,
1136362,58553,5390214,61.0,5/9/17,,,,
1136364,17349,6520877,39.0,1/3/17,,,,
1136367,23655,8326794,25.0,4/7/17,,,,
1136374,19184,5741028,8.0,3/27/17,,,,
1136380,47399,7766881,32.0,1/11/17,,,,
1136382,65327,3033877,97.0,4/17/17,,,,
1136386,57566,4001683,14.0,3/20/17,,,,
1136387,15913,8727278,49.0,4/13/17,,,,
1136395,55347,8969980,74.0,2/11/17,,,,
1136398,35681,8332624,13.0,2/2/17,,,,
1136406,21533,8920601,77.0,1/6/17,,,,
1136411,61809,8653519,89.0,5/9/17,,,,
1136420,26452,5683209,29.0,4/14/17,,,,
1136427,18467,8628058,94.0,3/10/17,,,,
1136433,63718,1348061,2.0,4/26/17,,,,
1136434,54457,4306944,93.0,1/9/17,,,,
1136444,48485,8166261,85.0,4/12/17,,,,
1136447,28096,7797015,68.0,4/12/17,,,,
1136449,27757,3496360,19.0,3/20/17,,,,
1136453,30287,9037674,43.0,3/29/17,,,,
1136454,16984,7493645,13.0,5/26/17,,,,
1136457,51386,3959639,34.0,4/5/17,,,,
1136463,62398,8804207,93.0,4/4/17,,,,
1136472,44087,4340184,52.0,5/10/17,,,,
1136481,65814,9078726,47.0,4/22/17,,,,
1136490,12429,8719457,29.0,4/2/17,,,,
1136494,11907,6253018,64.0,2/26/17,,,,
1136496,59873,4848586,70.0,5/13/17,,,,
1136506,22836,6653557,100.0,3/19/17,,,,
1136509,53930,6527927,73.0,4/21/17,,,,
1136511,46662,4182653,44.0,2/22/17,,,,
1136515,58459,1866747,59.0,2/17/17,,,,
1136522,44316,6877248,58.0,5/13/17,,,,
1136523,37139,7901991,52.0,5/1/17,,,,
1136529,27602,6864422,2.0,5/29/17,,,,
1136534,23231,5752530,53.0,3/2/17,,,,
1136537,50024,4854148,13.0,2/1/17,,,,
1136543,27544,3909481,50.0,3/30/17,,,,
1136546,64970,3430333,100.0,5/17/17,,,,
1136551,29114,6983374,23.0,1/8/17,,,,
1136556,41199,6314335,30.0,1/23/17,,,,
1136561,55497,7710517,16.0,4/29/17,,,,
1136564,29122,5169196,43.0,5/1/17,,,,
1136573,29927,8569082,88.0,5/20/17,,,,
1136583,41238,6610200,40.0,5/24/17,,,,
1136588,12414,6384120,59.0,2/17/17,,,,
1136595,65602,5091615,51.0,1/24/17,,,,
1136604,26527,3207310,93.0,4/2/17,,,,
1136608,40348,6352027,9.0,1/8/17,,,,
1136616,46943,6603984,54.0,3/12/17,,,,
1136618,58069,7725423,95.0,5/31/17,,,,
1136620,46755,2684246,79.0,5/12/17,,,,
1136629,37065,5688808,53.0,1/18/17,,,,
1136630,67914,6352255,2.0,5/7/17,,,,
1136634,35955,1308900,6.0,5/19/17,,,,
1136635,14377,1513613,93.0,2/7/17,,,,
1136643,15236,7721625,91.0,3/2/17,,,,
1136645,55996,6043436,51.0,4/16/17,,,,
1136648,53038,6726958,17.0,3/30/17,,,,
1136655,65937,5110115,5.0,1/8/17,,,,
1136658,63022,5310741,72.0,5/2/17,,,,
1136663,21086,8206160,50.0,3/22/17,,,,
1136673,12157,8613142,97.0,2/16/17,,,,
1136678,57406,7527174,35.0,1/16/17,,,,
1136685,52017,5677818,70.0,5/11/17,,,,
1136689,30947,5438985,50.0,3/6/17,,,,
1136694,25966,2170964,14.0,2/26/17,,,,
1136704,51281,5527029,20.0,5/28/17,,,,
1136713,54682,2431616,19.0,1/4/17,,,,
1136723,44079,6097592,53.0,4/23/17,,,,
1136724,51945,5445468,29.0,3/30/17,,,,
1136730,57756,3714910,53.0,4/22/17,,,,
1136736,10958,8508568,44.0,4/17/17,,,,
1136746,56422,3879182,24.0,3/26/17,,,,
1136747,21611,2656756,50.0,5/25/17,,,,
1136757,37750,5845180,25.0,2/26/17,,,,
1136764,64174,3061535,70.0,1/10/17,,,,
1136767,62345,1987563,14.0,4/2/17,,,,
1136770,29700,5261107,96.0,3/29/17,,,,
1136776,69567,8758199,86.0,5/9/17,,,,
1136783,31942,7285732,45.0,5/19/17,,,,
1136793,34109,3941184,88.0,3/31/17,,,,
1136796,58574,7384669,58.0,2/25/17,,,,
1136802,67289,7409692,67.0,3/8/17,,,,
1136811,19033,6584591,12.0,2/24/17,,,,
1136813,59347,2590055,31.0,4/24/17,,,,
1136823,57541,8543324,67.0,3/26/17,,,,
1136825,51534,9246875,1.0,4/10/17,,,,
1136830,31829,6392180,14.0,1/2/17,,,,
1136837,60573,5927229,82.0,5/3/17,,,,
1136838,37931,2144627,15.0,4/23/17,,,,
1136843,42939,1820122,50.0,1/7/17,,,,
1136846,43459,4033122,23.0,4/15/17,,,,
1136851,21762,8746707,75.0,5/4/17,,,,
1136858,17452,8500460,55.0,3/9/17,,,,
1136865,60859,3267224,97.0,4/14/17,,,,
1136868,43682,3652771,83.0,4/1/17,,,,
1136878,29466,6445793,76.0,5/7/17,,,,
1136879,56500,8489775,17.0,3/9/17,,,,
1136888,38969,3177286,81.0,3/7/17,,,,
1136894,21314,2262610,78.0,4/7/17,,,,
1136904,41455,7323656,92.0,2/10/17,,,,
1136907,59230,5029850,64.0,4/11/17,,,,
1136914,28951,1620485,41.0,1/28/17,,,,
1136919,63414,2494702,17.0,4/28/17,,,,
1136926,46766,9319658,19.0,5/24/17,,,,
1136927,64643,2142200,56.0,2/27/17,,,,
1136936,65993,5353480,49.0,2/8/17,,,,
1136937,27158,5752724,52.0,3/16/17,,,,
1136942,48641,5553947,76.0,3/22/17,,,,
1136947,56535,3499977,39.0,3/24/17,,,,
1136952,66436,3300901,76.0,3/24/17,,,,
1136953,21732,7692885,75.0,2/11/17,,,,
1136958,16767,2099713,10.0,2/21/17,,,,
1136965,50072,8985737,27.0,4/7/17,,,,
1136972,53535,9040448,41.0,2/21/17,,,,
1136974,36909,4880114,46.0,1/8/17,,,,
1136977,59314,2327289,58.0,5/4/17,,,,
1136979,31602,7694057,14.0,4/26/17,,,,
1136982,40860,8785497,35.0,4/8/17,,,,
1136986,31788,6676927,72.0,4/23/17,,,,
1136994,18938,6762015,46.0,1/21/17,,,,
1137004,69961,2827695,60.0,4/5/17,,,,
1137014,55899,1533223,37.0,3/16/17,,,,
1137020,67918,2924167,44.0,1/2/17,,,,
1137028,24788,2325191,81.0,1/14/17,,,,
1137037,65633,3695811,56.0,2/16/17,,,,
1137042,12727,6573271,100.0,5/4/17,,,,
1137046,17664,8697222,58.0,1/1/17,,,,
1137054,53951,2863335,73.0,5/7/17,,,,
1137057,35946,4184936,37.0,5/7/17,,,,
1137061,43919,6221602,67.0,2/3/17,,,,
1137070,30691,4655475,96.0,2/22/17,,,,
1137078,63678,4078610,97.0,4/19/17,,,,
1137079,66270,5918142,71.0,5/6/17,,,,
1137086,39037,3143552,66.0,4/30/17,,,,
1137092,17706,4632061,83.0,4/5/17,,,,
1137102,32805,3039184,40.0,5/26/17,,,,
1137109,14068,4806250,56.0,3/19/17,,,,
1137119,58631,2011946,18.0,3/30/17,,,,
1137126,12218,6436117,12.0,3/13/17,,,,
1137134,24134,7692230,67.0,3/9/17,,,,
1137138,40780,2628441,95.0,4/19/17,,,,
1137146,39452,1623371,18.0,5/30/17,,,,
1137156,44275,9040265,94.0,3/7/17,,,,
1137166,62229,3099218,9.0,4/1/17,,,,
1137174,69407,5150551,25.0,5/21/17,,,,
1137182,58745,5578592,19.0,5/17/17,,,,
1137185,10815,3237116,6.0,1/12/17,,,,
1137192,69858,8016228,24.0,3/4/17,,,,
1137194,15661,7541213,62.0,2/27/17,,,,
1137201,37721,1492004,99.0,1/20/17,,,,
1137205,40150,6476034,24.0,1/9/17,,,,
1137206,69049,8513463,59.0,5/23/17,,,,
1137208,58480,4317948,61.0,4/7/17,,,,
1137213,54250,5312914,68.0,2/1/17,,,,
1137215,52820,3239731,77.0,3/3/17,,,,
1137220,13976,6079543,72.0,1/20/17,,,,
1137226,35898,5167053,16.0,3/27/17,,,,
1137227,60526,4780200,22.0,3/13/17,,,,
1137229,65576,7748213,42.0,2/13/17,,,,
1137232,69783,3605415,3.0,2/19/17,,,,
1137236,24102,8459897,51.0,2/15/17,,,,
1137244,35530,3097083,25.0,5/16/17,,,,
1137252,31942,3880635,91.0,3/21/17,,,,
1137257,23623,2441617,41.0,1/29/17,,,,
1137266,22877,2557655,57.0,5/28/17,,,,
1137268,14219,6365374,63.0,5/26/17,,,,
1137273,43762,4311862,56.0,5/4/17,,,,
1137276,56848,6653020,42.0,1/16/17,,,,
1137284,26590,6678488,34.0,2/25/17,,,,
1137288,59191,5717238,55.0,3/14/17,,,,
1137290,10572,7287291,22.0,5/25/17,,,,
1137294,47766,7887693,3.0,2/2/17,,,,
1137303,57411,2451077,69.0,2/27/17,,,,
1137305,31798,7496685,43.0,5/17/17,,,,
1137306,53033,3949545,88.0,4/24/17,,,,
1137307,45590,7093381,34.0,5/21/17,,,,
1137315,36408,2923811,20.0,5/4/17,,,,
1137323,65072,5381871,36.0,5/12/17,,,,
1137328,37760,3509561,43.0,1/22/17,,,,
1137330,48874,3583146,28.0,5/20/17,,,,
1137338,51572,8485225,4.0,4/24/17,,,,
1137342,19109,2246940,59.0,3/13/17,,,,
1137348,26129,4510103,31.0,1/5/17,,,,
1137357,43441,6535065,56.0,2/2/17,,,,
1137363,64680,3371271,15.0,3/9/17,,,,
1137370,61170,3926250,92.0,5/8/17,,,,
1137377,46343,7403374,62.0,1/5/17,,,,
1137387,33254,8814804,72.0,1/28/17,,,,
1137394,49662,4015423,70.0,5/17/17,,,,
1137396,34917,8492189,86.0,4/1/17,,,,
1137403,43803,4125119,56.0,5/15/17,,,,
1137413,60770,6522369,36.0,5/13/17,,,,
1137422,47225,6051797,99.0,2/9/17,,,,
1137424,57483,2968260,13.0,5/22/17,,,,
1137425,69268,1576225,73.0,2/11/17,,,,
1137430,58626,1861901,6.0,1/3/17,,,,
1137438,42213,8511374,47.0,4/6/17,,,,
1137439,25298,2416354,52.0,2/25/17,,,,
1137449,22221,7468348,14.0,4/10/17,,,,
1137455,31324,6043215,86.0,1/30/17,,,,
1137465,62987,7205557,40.0,3/5/17,,,,
1137467,15986,9319247,8.0,3/15/17,,,,
1137469,70016,3309873,97.0,4/6/17,,,,
1137474,26212,6651144,49.0,4/20/17,,,,
1137480,42537,2655856,63.0,4/10/17,,,,
1137484,28984,6195940,71.0,5/20/17,,,,
1137487,25903,4947172,66.0,2/14/17,,,,
1137491,25227,2318062,43.0,5/13/17,,,,
1137494,44159,7127744,33.0,1/5/17,,,,
1137499,35274,2042739,56.0,1/5/17,,,,
1137509,64340,4337407,73.0,2/2/17,,,,
1137513,61332,4174608,5.0,3/6/17,,,,
1137522,65158,5244484,20.0,5/6/17,,,,
1137530,35868,5133949,26.0,3/9/17,,,,
1137537,35719,3515504,95.0,5/23/17,,,,
1137542,42163,4442767,73.0,3/3/17,,,,
1137545,31416,5616142,71.0,3/23/17,,,,
1137554,39183,4869606,24.0,3/9/17,,,,
1137563,14923,5425390,85.0,3/6/17,,,,
1137564,69961,3979424,59.0,1/13/17,,,,
1137566,50825,3960053,70.0,1/13/17,,,,
1137570,39183,6100870,49.0,5/2/17,,,,
1137573,48446,6032530,38.0,1/6/17,,,,
1137574,58487,7400584,39.0,1/22/17,,,,
1137582,49544,7240877,94.0,1/29/17,,,,
1137583,25876,7272327,70.0,6/1/17,,,,
1137591,23639,3050545,46.0,3/30/17,,,,
1137600,60618,2966275,31.0,3/15/17,,,,
1137607,39301,6434169,99.0,2/20/17,,,,
